"matchNo","Date","Time","Team1","Team2","Score1","Score2","Season"
97,"28.01.2009","20:05","Al-Hazem","Al Watani",3,0,"2008-2009"
98,"28.01.2009","20:05","Al Ahli SC","Al-Hilal",0,1,"2008-2009"
99,"05.02.2009","20:10","Al-Ettifaq","Al-Hazem",0,0,"2008-2009"
100,"05.03.2009","20:25","Al-Shabab","Al-Hilal",1,1,"2008-2009"
101,"05.03.2009","20:25","Al Watani","Al-Nassr",1,2,"2008-2009"
102,"05.03.2009","20:30","Al-Ittihad FC","Al-Ettifaq",3,0,"2008-2009"
103,"05.03.2009","20:30","Al Wehda","Al Ahli SC",0,2,"2008-2009"
104,"12.03.2009","20:30","Najran","Al-Raed",2,1,"2008-2009"
105,"12.03.2009","20:30","Al-Hazem","Al Ahli SC",1,1,"2008-2009"
106,"12.03.2009","20:30","Al Watani","Abha",0,0,"2008-2009"
107,"17.03.2009","20:30","Al-Raed","Al Ahli SC",2,3,"2008-2009"
108,"18.03.2009","20:30","Al-Nassr","Al Wehda",3,1,"2008-2009"
109,"23.03.2009","20:30","Najran","Al-Ittihad FC",1,4,"2008-2009"
110,"23.03.2009","20:30","Al-Shabab","Al Watani",2,2,"2008-2009"
111,"23.03.2009","20:30","Al-Hazem","Al-Nassr",1,0,"2008-2009"
112,"23.03.2009","20:30","Al-Ettifaq","Al Ahli SC",0,0,"2008-2009"
113,"23.03.2009","20:30","Al Wehda","Al-Hilal",0,1,"2008-2009"
114,"23.03.2009","20:30","Abha","Al-Raed",0,1,"2008-2009"
115,"29.03.2009","20:30","Al Wehda","Al-Ettifaq",1,0,"2008-2009"
116,"29.03.2009","20:30","Abha","Al-Nassr",2,2,"2008-2009"
117,"04.04.2009","20:35","Najran","Al Watani",2,0,"2008-2009"
118,"04.04.2009","20:35","Al-Shabab","Al-Nassr",2,1,"2008-2009"
119,"04.04.2009","20:35","Al-Hilal","Al-Ettifaq",2,0,"2008-2009"
120,"04.04.2009","20:35","Al Wehda","Al-Ittihad FC",1,3,"2008-2009"
121,"04.04.2009","20:35","Al Ahli SC","Al-Raed",3,2,"2008-2009"
122,"04.04.2009","20:35","Abha","Al-Hazem",0,0,"2008-2009"
123,"08.04.2009","16:35","Al-Raed","Al Wehda",6,3,"2008-2009"
124,"08.04.2009","20:35","Al-Nassr","Abha",0,1,"2008-2009"
125,"08.04.2009","20:35","Al-Hazem","Najran",2,1,"2008-2009"
126,"08.04.2009","20:35","Al Watani","Al Ahli SC",2,2,"2008-2009"
127,"12.04.2009","20:40","Al-Nassr","Najran",1,0,"2008-2009"
128,"12.04.2009","20:40","Al-Hilal","Al-Ittihad FC",1,2,"2008-2009"
129,"12.04.2009","20:40","Al-Ettifaq","Al-Raed",1,1,"2008-2009"
130,"12.04.2009","20:40","Al Wehda","Al Watani",4,0,"2008-2009"
131,"12.04.2009","20:40","Al Ahli SC","Al-Hazem",1,0,"2008-2009"
132,"12.04.2009","20:40","Abha","Al-Shabab",2,1,"2008-2009"
133,"24.04.2009","19:00","Abha","Al-Raed",1,1,"2008-2009"
134,"30.04.2009","19:00","Al-Raed","Abha",3,2,"2008-2009"
1,"19.08.2009","20:45","Al Qadisiya","Al-Hilal",1,2,"2009-2010"
2,"19.08.2009","20:45","Al Wehda","Al-Ettifaq",2,2,"2009-2010"
3,"19.08.2009","20:45","Najran","Al-Shabab",1,3,"2009-2010"
4,"18.08.2009","20:45","Al Ahli SC","Al-Raed",1,0,"2009-2010"
5,"18.08.2009","20:45","Al-Fateh","Al-Ittihad FC",1,2,"2009-2010"
6,"22.08.2009","22:15","Al-Raed","Al-Ittihad FC",0,2,"2009-2010"
7,"26.08.2009","22:15","Al-Hilal","Najran",5,0,"2009-2010"
8,"26.08.2009","22:15","Al-Ittihad FC","Al Qadisiya",7,1,"2009-2010"
9,"26.08.2009","22:15","Al-Raed","Al-Fateh",2,1,"2009-2010"
10,"25.08.2009","22:15","Al-Ettifaq","Al-Nassr",1,1,"2009-2010"
11,"25.08.2009","22:15","Al-Shabab","Al Wehda",2,2,"2009-2010"
12,"25.09.2009","20:10","Al Ahli SC","Al-Ettifaq",2,0,"2009-2010"
13,"25.09.2009","20:10","Al-Fateh","Al-Hazem",1,1,"2009-2010"
14,"24.09.2009","20:10","Al Wehda","Al-Hilal",1,2,"2009-2010"
15,"24.09.2009","20:10","Al-Nassr","Al-Shabab",0,2,"2009-2010"
16,"24.09.2009","20:10","Najran","Al Qadisiya",0,0,"2009-2010"
17,"30.09.2009","20:05","Al-Ettifaq","Al-Fateh",0,2,"2009-2010"
18,"30.09.2009","20:05","Al-Hazem","Al-Raed",2,1,"2009-2010"
19,"30.09.2009","20:05","Al-Shabab","Al Ahli SC",2,1,"2009-2010"
20,"29.09.2009","20:05","Al Qadisiya","Al Wehda",1,0,"2009-2010"
21,"29.09.2009","20:05","Al-Hilal","Al-Nassr",2,2,"2009-2010"
22,"18.10.2009","19:50","Al Ahli SC","Al-Hilal",1,2,"2009-2010"
23,"18.10.2009","19:50","Al Wehda","Najran",2,0,"2009-2010"
24,"18.10.2009","19:50","Al-Fateh","Al-Shabab",2,1,"2009-2010"
25,"05.10.2009","19:50","Al-Nassr","Al Qadisiya",3,0,"2009-2010"
26,"04.10.2009","19:50","Al-Hazem","Al-Ittihad FC",1,2,"2009-2010"
27,"23.10.2009","19:45","Al Qadisiya","Al Ahli SC",1,2,"2009-2010"
28,"23.10.2009","19:45","Al-Ettifaq","Al-Hazem",2,3,"2009-2010"
29,"23.10.2009","19:45","Al-Hilal","Al-Fateh",5,1,"2009-2010"
30,"23.10.2009","19:45","Najran","Al-Nassr",1,1,"2009-2010"
31,"22.10.2009","19:45","Al-Shabab","Al-Raed",2,1,"2009-2010"
32,"28.10.2009","19:45","Al Ahli SC","Najran",0,1,"2009-2010"
33,"28.10.2009","19:45","Al-Fateh","Al Qadisiya",5,0,"2009-2010"
34,"28.10.2009","19:45","Al-Hazem","Al-Shabab",1,2,"2009-2010"
35,"28.10.2009","19:45","Al-Raed","Al-Hilal",0,2,"2009-2010"
36,"03.11.2009","19:40","Al Wehda","Al Ahli SC",1,1,"2009-2010"
37,"03.11.2009","19:40","Al-Shabab","Al-Ettifaq",4,1,"2009-2010"
38,"02.11.2009","19:40","Al Qadisiya","Al-Raed",0,0,"2009-2010"
39,"02.11.2009","19:40","Al-Hilal","Al-Hazem",4,0,"2009-2010"
40,"02.11.2009","19:40","Najran","Al-Fateh",1,1,"2009-2010"
41,"18.11.2009","19:35","Al-Ittihad FC","Najran",3,1,"2009-2010"
42,"23.11.2009","19:35","Al-Raed","Najran",2,2,"2009-2010"
43,"23.11.2009","19:35","Al-Shabab","Al-Ittihad FC",1,0,"2009-2010"
44,"22.11.2009","19:35","Al-Hazem","Al Qadisiya",1,1,"2009-2010"
45,"21.11.2009","19:35","Al Ahli SC","Al-Nassr",3,3,"2009-2010"
46,"21.11.2009","19:35","Al-Ettifaq","Al-Hilal",0,2,"2009-2010"
47,"21.11.2009","19:35","Al-Fateh","Al Wehda",0,0,"2009-2010"
48,"01.12.2009","19:35","Al-Ettifaq","Al-Ittihad FC",2,1,"2009-2010"
49,"05.12.2009","19:35","Al Qadisiya","Al-Ettifaq",1,1,"2009-2010"
50,"05.12.2009","19:35","Al-Ittihad FC","Al Ahli SC",2,1,"2009-2010"
51,"04.12.2009","19:35","Al Wehda","Al-Raed",4,1,"2009-2010"
52,"04.12.2009","19:35","Al-Nassr","Al-Fateh",3,1,"2009-2010"
53,"03.12.2009","19:35","Al-Hilal","Al-Shabab",2,2,"2009-2010"
54,"03.12.2009","19:35","Najran","Al-Hazem",2,4,"2009-2010"
55,"10.12.2009","19:35","Al Ahli SC","Al-Fateh",1,1,"2009-2010"
56,"10.12.2009","19:35","Al-Ettifaq","Najran",3,1,"2009-2010"
57,"10.12.2009","19:35","Al-Hilal","Al-Ittihad FC",5,0,"2009-2010"
58,"09.12.2009","19:35","Al Qadisiya","Al-Shabab",0,3,"2009-2010"
59,"09.12.2009","19:35","Al-Hazem","Al Wehda",1,2,"2009-2010"
60,"09.12.2009","19:35","Al-Raed","Al-Nassr",0,0,"2009-2010"
61,"16.12.2009","19:40","Al-Ettifaq","Al Wehda",1,3,"2009-2010"
62,"16.12.2009","19:40","Al-Shabab","Najran",1,0,"2009-2010"
63,"15.12.2009","19:40","Al-Hazem","Al-Nassr",2,2,"2009-2010"
64,"15.12.2009","19:40","Al-Hilal","Al Qadisiya",2,1,"2009-2010"
65,"15.12.2009","19:40","Al-Ittihad FC","Al-Fateh",1,1,"2009-2010"
66,"15.12.2009","19:40","Al-Raed","Al Ahli SC",1,2,"2009-2010"
67,"20.12.2009","19:40","Al Wehda","Al-Shabab",1,1,"2009-2010"
68,"20.12.2009","19:40","Al-Nassr","Al-Ettifaq",1,0,"2009-2010"
69,"20.12.2009","19:40","Najran","Al-Hilal",1,2,"2009-2010"
70,"19.12.2009","19:40","Al Ahli SC","Al-Hazem",2,1,"2009-2010"
71,"19.12.2009","19:40","Al Qadisiya","Al-Ittihad FC",3,3,"2009-2010"
72,"19.12.2009","19:40","Al-Fateh","Al-Raed",2,0,"2009-2010"
73,"25.12.2009","23:15","Al-Shabab","Al-Nassr",3,2,"2009-2010"
74,"25.12.2009","19:40","Al-Ettifaq","Al Ahli SC",0,0,"2009-2010"
75,"24.12.2009","19:40","Al Qadisiya","Najran",1,0,"2009-2010"
76,"24.12.2009","19:40","Al-Ittihad FC","Al-Raed",3,2,"2009-2010"
77,"24.12.2009","15:25","Al-Hazem","Al-Fateh",2,1,"2009-2010"
78,"24.12.2009","15:15","Al-Hilal","Al Wehda",3,1,"2009-2010"
79,"01.01.2010","19:45","Al Ahli SC","Al-Shabab",1,1,"2009-2010"
80,"01.01.2010","19:45","Al Wehda","Al Qadisiya",2,1,"2009-2010"
81,"01.01.2010","19:45","Al-Fateh","Al-Ettifaq",0,3,"2009-2010"
82,"01.01.2010","19:45","Najran","Al-Ittihad FC",2,3,"2009-2010"
83,"01.01.2010","15:25","Al-Raed","Al-Hazem",1,1,"2009-2010"
84,"31.12.2010","15:20","Al-Nassr","Al-Hilal",2,1,"2009-2010"
85,"07.01.2010","19:50","Al-Ettifaq","Al-Raed",3,0,"2009-2010"
86,"07.01.2010","19:50","Al-Hilal","Al Ahli SC",3,1,"2009-2010"
87,"07.01.2010","19:50","Najran","Al Wehda",0,5,"2009-2010"
88,"06.01.2010","19:50","Al Qadisiya","Al-Nassr",0,2,"2009-2010"
89,"06.01.2010","19:50","Al-Ittihad FC","Al-Hazem",5,2,"2009-2010"
90,"06.01.2010","19:50","Al-Shabab","Al-Fateh",2,2,"2009-2010"
91,"10.01.2010","19:50","Al-Ittihad FC","Al-Nassr",1,2,"2009-2010"
92,"14.01.2010","19:55","Al Wehda","Al-Ittihad FC",1,3,"2009-2010"
93,"14.01.2010","19:55","Al-Hazem","Al-Ettifaq",0,2,"2009-2010"
94,"14.01.2010","19:55","Al-Nassr","Najran",3,2,"2009-2010"
95,"13.01.2010","19:55","Al Ahli SC","Al Qadisiya",3,2,"2009-2010"
96,"13.01.2010","19:55","Al-Fateh","Al-Hilal",0,4,"2009-2010"
97,"13.01.2010","19:55","Al-Raed","Al-Shabab",1,1,"2009-2010"
98,"19.01.2010","20:00","Al Wehda","Al-Nassr",0,2,"2009-2010"
99,"19.01.2010","20:00","Al-Hilal","Al-Raed",2,1,"2009-2010"
100,"19.01.2010","20:00","Al-Ittihad FC","Al-Ettifaq",1,1,"2009-2010"
101,"18.01.2010","20:00","Al Qadisiya","Al-Fateh",0,1,"2009-2010"
102,"18.01.2010","20:00","Al-Shabab","Al-Hazem",0,2,"2009-2010"
103,"18.01.2010","20:00","Najran","Al Ahli SC",2,1,"2009-2010"
104,"24.01.2010","20:00","Al-Hazem","Al-Hilal",0,2,"2009-2010"
105,"24.01.2010","20:00","Al-Nassr","Al-Ittihad FC",0,1,"2009-2010"
106,"24.01.2010","20:00","Al-Raed","Al Qadisiya",2,0,"2009-2010"
107,"23.01.2010","20:00","Al Ahli SC","Al Wehda",2,0,"2009-2010"
108,"23.01.2010","20:00","Al-Ettifaq","Al-Shabab",0,0,"2009-2010"
109,"23.01.2010","20:00","Al-Fateh","Najran",0,1,"2009-2010"
110,"30.01.2010","20:10","Al-Nassr","Al Ahli SC",1,1,"2009-2010"
111,"29.01.2010","20:10","Al Qadisiya","Al-Hazem",3,1,"2009-2010"
112,"29.01.2010","20:10","Najran","Al-Raed",0,1,"2009-2010"
113,"28.01.2010","20:10","Al Wehda","Al-Fateh",6,0,"2009-2010"
114,"28.01.2010","20:10","Al-Ittihad FC","Al-Shabab",1,2,"2009-2010"
115,"28.01.2010","20:00","Al-Hilal","Al-Ettifaq",1,0,"2009-2010"
116,"01.02.2010","20:10","Al-Ittihad FC","Al Wehda",2,0,"2009-2010"
117,"25.02.2010","20:20","Al-Nassr","Al-Hazem",1,0,"2009-2010"
118,"04.03.2010","20:30","Al-Hazem","Al Ahli SC",1,1,"2009-2010"
119,"07.03.2010","20:30","Al-Nassr","Al Wehda",1,0,"2009-2010"
120,"08.03.2010","20:20","Al-Raed","Al-Ettifaq",0,0,"2009-2010"
121,"14.03.2010","20:30","Al Ahli SC","Al-Ittihad FC",0,1,"2009-2010"
122,"14.03.2010","20:30","Al-Ettifaq","Al Qadisiya",0,2,"2009-2010"
123,"14.03.2010","20:30","Al-Fateh","Al-Nassr",0,2,"2009-2010"
124,"14.03.2010","20:30","Al-Hazem","Najran",3,1,"2009-2010"
125,"14.03.2010","20:30","Al-Raed","Al Wehda",1,1,"2009-2010"
126,"14.03.2010","20:30","Al-Shabab","Al-Hilal",1,2,"2009-2010"
127,"18.03.2010","20:30","Al Wehda","Al-Hazem",0,0,"2009-2010"
128,"18.03.2010","20:30","Al-Fateh","Al Ahli SC",3,1,"2009-2010"
129,"18.03.2010","20:30","Al-Ittihad FC","Al-Hilal",2,1,"2009-2010"
130,"18.03.2010","20:30","Al-Nassr","Al-Raed",4,2,"2009-2010"
131,"18.03.2010","20:30","Al-Shabab","Al Qadisiya",0,1,"2009-2010"
132,"18.03.2010","20:30","Najran","Al-Ettifaq",3,2,"2009-2010"
1,"14.08.2010","21:45","Al-Fateh","Al Qadisiya",1,3,"2010-2011"
2,"14.08.2010","22:00","Najran","Al-Nassr",0,1,"2010-2011"
3,"14.08.2010","22:00","Al-Shabab","Al-Raed",0,2,"2010-2011"
4,"14.08.2010","22:15","Al-Ittihad FC","Al-Ettifaq",2,1,"2010-2011"
5,"15.08.2010","22:00","Al-Hilal","Al-Taawon",1,0,"2010-2011"
6,"15.08.2010","22:15","Al Wehda","Al-Faisaly",3,3,"2010-2011"
7,"15.08.2010","22:15","Al Ahli SC","Al-Hazem",1,0,"2010-2011"
8,"19.08.2010","21:45","Al-Ettifaq","Al Ahli SC",4,3,"2010-2011"
9,"19.08.2010","22:00","Al-Nassr","Al-Fateh",4,2,"2010-2011"
10,"19.08.2010","22:15","Al-Taawon","Al-Shabab",4,1,"2010-2011"
11,"20.08.2010","21:45","Al Qadisiya","Al Wehda",1,1,"2010-2011"
12,"20.08.2010","22:00","Al-Faisaly","Al-Ittihad FC",0,2,"2010-2011"
13,"20.08.2010","22:15","Al-Raed","Najran",3,2,"2010-2011"
14,"20.08.2010","22:15","Al-Hazem","Al-Hilal",0,2,"2010-2011"
15,"24.08.2010","22:00","Al-Shabab","Al-Ettifaq",2,1,"2010-2011"
16,"24.08.2010","22:15","Al-Taawon","Al-Nassr",2,2,"2010-2011"
17,"24.08.2010","22:15","Al-Hazem","Al Qadisiya",2,2,"2010-2011"
18,"24.08.2010","22:15","Al Ahli SC","Al-Fateh",1,2,"2010-2011"
19,"25.08.2010","22:00","Al-Hilal","Al-Faisaly",5,1,"2010-2011"
20,"25.08.2010","22:15","Al-Raed","Al Wehda",3,2,"2010-2011"
21,"25.08.2010","22:15","Al-Ittihad FC","Najran",2,0,"2010-2011"
22,"28.08.2010","21:45","Al Qadisiya","Al-Taawon",4,1,"2010-2011"
23,"28.08.2010","22:00","Al-Nassr","Al-Shabab",0,0,"2010-2011"
24,"29.08.2010","21:45","Al-Fateh","Al-Raed",1,1,"2010-2011"
25,"29.08.2010","21:45","Al-Ettifaq","Al-Faisaly",1,0,"2010-2011"
26,"29.08.2010","22:00","Najran","Al Ahli SC",2,1,"2010-2011"
27,"29.08.2010","22:15","Al-Ittihad FC","Al-Hazem",4,0,"2010-2011"
28,"29.08.2010","22:15","Al Wehda","Al-Hilal",1,3,"2010-2011"
29,"16.09.2010","20:30","Al-Hazem","Al Wehda",1,1,"2010-2011"
30,"16.09.2010","20:30","Al-Faisaly","Al-Nassr",1,1,"2010-2011"
31,"16.09.2010","20:30","Al Ahli SC","Al-Ittihad FC",1,3,"2010-2011"
32,"17.09.2010","20:20","Al-Taawon","Al-Raed",1,0,"2010-2011"
33,"17.09.2010","20:20","Al-Ettifaq","Najran",1,0,"2010-2011"
34,"22.09.2010","20:15","Al-Raed","Al-Ittihad FC",1,2,"2010-2011"
35,"22.09.2010","20:15","Al-Faisaly","Al-Hazem",3,1,"2010-2011"
36,"22.09.2010","20:15","Al Wehda","Al-Ettifaq",0,1,"2010-2011"
37,"23.09.2010","20:15","Al-Taawon","Najran",2,3,"2010-2011"
38,"23.09.2010","20:15","Al Qadisiya","Al-Nassr",1,3,"2010-2011"
39,"27.09.2010","20:10","Najran","Al-Shabab",1,2,"2010-2011"
40,"27.09.2010","20:10","Al-Hazem","Al-Raed",0,0,"2010-2011"
41,"27.09.2010","20:10","Al-Ettifaq","Al-Fateh",2,2,"2010-2011"
42,"28.09.2010","20:10","Al-Nassr","Al Wehda",0,1,"2010-2011"
43,"28.09.2010","20:10","Al Qadisiya","Al-Faisaly",2,2,"2010-2011"
44,"28.09.2010","20:10","Al Ahli SC","Al-Taawon",1,1,"2010-2011"
45,"01.10.2010","20:05","Al-Hilal","Al-Ettifaq",1,0,"2010-2011"
46,"02.10.2010","20:05","Al-Raed","Al-Nassr",1,1,"2010-2011"
47,"02.10.2010","20:05","Al Wehda","Al-Fateh",3,0,"2010-2011"
48,"03.10.2010","20:05","Al-Taawon","Al-Ittihad FC",0,1,"2010-2011"
49,"03.10.2010","20:05","Al-Faisaly","Najran",4,2,"2010-2011"
50,"03.10.2010","20:05","Al Ahli SC","Al Qadisiya",2,1,"2010-2011"
51,"15.10.2010","19:55","Najran","Al Qadisiya",2,1,"2010-2011"
52,"15.10.2010","19:55","Al-Ittihad FC","Al Wehda",1,1,"2010-2011"
53,"16.10.2010","19:55","Al-Raed","Al-Ettifaq",0,3,"2010-2011"
54,"16.10.2010","19:55","Al-Hazem","Al-Taawon",0,3,"2010-2011"
55,"16.10.2010","19:55","Al-Fateh","Al-Faisaly",0,1,"2010-2011"
56,"20.10.2010","19:50","Al-Fateh","Al-Ittihad FC",0,0,"2010-2011"
57,"21.10.2010","16:05","Al-Nassr","Al Ahli SC",2,1,"2010-2011"
58,"21.10.2010","19:50","Al Wehda","Najran",2,0,"2010-2011"
59,"21.10.2010","19:50","Al Qadisiya","Al-Raed",1,1,"2010-2011"
60,"22.10.2010","19:50","Al-Faisaly","Al-Taawon",2,1,"2010-2011"
61,"22.10.2010","19:50","Al-Ettifaq","Al-Hazem",2,1,"2010-2011"
62,"24.10.2010","19:50","Al-Hilal","Al-Nassr",1,1,"2010-2011"
63,"26.10.2010","19:50","Al Ahli SC","Al-Shabab",1,2,"2010-2011"
64,"28.10.2010","19:45","Najran","Al-Hazem",4,0,"2010-2011"
65,"28.10.2010","19:45","Al-Raed","Al-Hilal",0,4,"2010-2011"
66,"28.10.2010","19:45","Al-Nassr","Al-Ettifaq",2,1,"2010-2011"
67,"29.10.2010","19:45","Al-Taawon","Al-Fateh",0,0,"2010-2011"
68,"29.10.2010","19:45","Al-Shabab","Al Wehda",4,3,"2010-2011"
69,"29.10.2010","19:45","Al Qadisiya","Al-Ittihad FC",1,1,"2010-2011"
70,"30.10.2010","19:45","Al-Faisaly","Al Ahli SC",3,2,"2010-2011"
71,"02.11.2010","19:40","Al-Hilal","Al Qadisiya",0,0,"2010-2011"
72,"02.11.2010","19:40","Al-Fateh","Najran",2,0,"2010-2011"
73,"03.11.2010","19:40","Al-Raed","Al-Faisaly",0,0,"2010-2011"
74,"03.11.2010","19:40","Al-Ittihad FC","Al-Shabab",2,2,"2010-2011"
75,"03.11.2010","19:40","Al-Hazem","Al-Nassr",2,5,"2010-2011"
76,"03.11.2010","19:40","Al-Ettifaq","Al-Taawon",1,0,"2010-2011"
77,"03.11.2010","19:40","Al Wehda","Al Ahli SC",1,3,"2010-2011"
78,"07.11.2010","19:45","Al-Hilal","Al Ahli SC",3,3,"2010-2011"
79,"07.11.2010","19:45","Al-Fateh","Al-Shabab",1,1,"2010-2011"
80,"10.11.2010","19:35","Al-Taawon","Al Wehda",1,2,"2010-2011"
81,"10.11.2010","19:35","Al-Nassr","Al-Ittihad FC",2,2,"2010-2011"
82,"11.11.2010","19:35","Najran","Al-Hilal",0,3,"2010-2011"
83,"11.11.2010","19:35","Al-Shabab","Al-Faisaly",4,1,"2010-2011"
84,"11.11.2010","19:35","Al-Hazem","Al-Fateh",2,1,"2010-2011"
85,"11.11.2010","19:35","Al Qadisiya","Al-Ettifaq",0,3,"2010-2011"
86,"11.11.2010","19:35","Al Ahli SC","Al-Raed",1,2,"2010-2011"
87,"09.12.2010","19:10","Al-Faisaly","Al Wehda",1,0,"2010-2011"
88,"09.12.2010","19:35","Al-Raed","Al-Shabab",2,2,"2010-2011"
89,"09.12.2010","19:35","Al Qadisiya","Al-Fateh",0,1,"2010-2011"
90,"10.12.2010","19:35","Al-Taawon","Al-Hilal",2,2,"2010-2011"
91,"10.12.2010","19:35","Al-Nassr","Najran",6,1,"2010-2011"
92,"10.12.2010","19:35","Al-Hazem","Al Ahli SC",1,3,"2010-2011"
93,"10.12.2010","19:35","Al-Ettifaq","Al-Ittihad FC",2,2,"2010-2011"
94,"14.12.2010","19:40","Al-Shabab","Al-Taawon",4,1,"2010-2011"
95,"15.12.2010","19:40","Al-Hilal","Al-Hazem",3,0,"2010-2011"
96,"15.12.2010","19:40","Al-Fateh","Al-Nassr",1,1,"2010-2011"
97,"15.12.2010","19:40","Al Ahli SC","Al-Ettifaq",5,1,"2010-2011"
98,"16.12.2010","19:40","Najran","Al-Raed",0,0,"2010-2011"
99,"16.12.2010","19:40","Al-Ittihad FC","Al-Faisaly",3,3,"2010-2011"
100,"18.12.2010","19:45","Al-Shabab","Al Qadisiya",3,1,"2010-2011"
101,"19.12.2010","19:35","Al-Hilal","Al-Fateh",2,0,"2010-2011"
102,"22.12.2010","19:35","Najran","Al-Ittihad FC",2,2,"2010-2011"
103,"22.12.2010","19:35","Al-Nassr","Al-Taawon",2,2,"2010-2011"
104,"22.12.2010","19:35","Al Wehda","Al-Raed",2,3,"2010-2011"
105,"23.12.2010","19:35","Al-Fateh","Al Ahli SC",0,2,"2010-2011"
106,"23.12.2010","19:35","Al-Faisaly","Al-Hilal",2,3,"2010-2011"
107,"23.12.2010","19:35","Al-Ettifaq","Al-Shabab",1,0,"2010-2011"
108,"23.12.2010","19:35","Al Qadisiya","Al-Hazem",1,0,"2010-2011"
109,"06.02.2011","20:15","Al-Shabab","Al-Hazem",1,0,"2010-2011"
110,"06.02.2011","20:15","Al-Ittihad FC","Al-Hilal",0,0,"2010-2011"
111,"11.02.2011","20:15","Al-Raed","Al-Fateh",1,2,"2010-2011"
112,"11.02.2011","20:15","Al-Faisaly","Al-Ettifaq",1,0,"2010-2011"
113,"11.02.2011","20:15","Al Ahli SC","Najran",2,1,"2010-2011"
114,"12.02.2011","20:15","Al-Taawon","Al Qadisiya",1,1,"2010-2011"
115,"12.02.2011","20:15","Al-Shabab","Al-Nassr",2,0,"2010-2011"
116,"12.02.2011","20:15","Al-Hilal","Al Wehda",2,1,"2010-2011"
117,"12.02.2011","20:15","Al-Hazem","Al-Ittihad FC",0,3,"2010-2011"
118,"21.02.2011","20:15","Al-Shabab","Al-Hilal",0,2,"2010-2011"
119,"24.02.2011","20:20","Al-Nassr","Al-Faisaly",3,2,"2010-2011"
120,"24.02.2011","20:20","Al-Ittihad FC","Al Ahli SC",2,0,"2010-2011"
121,"24.02.2011","20:20","Al Wehda","Al-Hazem",8,1,"2010-2011"
122,"25.02.2011","20:20","Najran","Al-Ettifaq",2,4,"2010-2011"
123,"25.02.2011","20:20","Al-Raed","Al-Taawon",0,0,"2010-2011"
124,"25.02.2011","20:20","Al-Fateh","Al-Hilal",1,2,"2010-2011"
125,"25.02.2011","20:20","Al Qadisiya","Al-Shabab",1,1,"2010-2011"
126,"03.03.2011","20:25","Al-Hazem","Al-Faisaly",0,3,"2010-2011"
127,"04.03.2011","20:25","Najran","Al-Taawon",0,3,"2010-2011"
128,"04.03.2011","20:25","Al-Ettifaq","Al Wehda",3,0,"2010-2011"
129,"06.03.2011","20:25","Al-Shabab","Al-Fateh",0,0,"2010-2011"
130,"06.03.2011","20:25","Al-Nassr","Al Qadisiya",0,0,"2010-2011"
131,"06.03.2011","20:25","Al Ahli SC","Al-Hilal",1,1,"2010-2011"
132,"07.03.2011","20:25","Al-Ittihad FC","Al-Raed",3,0,"2010-2011"
133,"17.03.2011","20:30","Al-Raed","Al-Hazem",2,0,"2010-2011"
134,"17.03.2011","20:30","Al-Fateh","Al-Ettifaq",1,0,"2010-2011"
135,"18.03.2011","20:30","Al-Taawon","Al Ahli SC",2,1,"2010-2011"
136,"18.03.2011","20:30","Al-Faisaly","Al Qadisiya",2,1,"2010-2011"
137,"20.03.2011","20:30","Al-Shabab","Najran",0,1,"2010-2011"
138,"20.03.2011","20:30","Al-Hilal","Al-Ittihad FC",0,0,"2010-2011"
139,"20.03.2011","20:30","Al Wehda","Al-Nassr",1,3,"2010-2011"
140,"01.04.2011","20:35","Al-Nassr","Al-Raed",1,0,"2010-2011"
141,"01.04.2011","20:35","Al-Ittihad FC","Al-Taawon",0,1,"2010-2011"
142,"01.04.2011","20:35","Al-Hazem","Al-Shabab",0,4,"2010-2011"
143,"01.04.2011","20:35","Al-Ettifaq","Al-Hilal",2,3,"2010-2011"
144,"02.04.2011","20:35","Najran","Al-Faisaly",0,1,"2010-2011"
145,"02.04.2011","20:35","Al-Fateh","Al Wehda",2,1,"2010-2011"
146,"02.04.2011","20:35","Al Qadisiya","Al Ahli SC",1,3,"2010-2011"
147,"07.04.2011","20:35","Al-Ettifaq","Al-Raed",2,2,"2010-2011"
148,"07.04.2011","20:35","Al Qadisiya","Najran",2,3,"2010-2011"
149,"08.04.2011","20:35","Al-Taawon","Al-Hazem",2,0,"2010-2011"
150,"08.04.2011","20:35","Al-Faisaly","Al-Fateh",1,2,"2010-2011"
151,"10.04.2011","20:35","Al-Hilal","Al-Shabab",2,1,"2010-2011"
152,"10.04.2011","20:35","Al Wehda","Al-Ittihad FC",1,2,"2010-2011"
153,"10.04.2011","20:35","Al Ahli SC","Al-Nassr",0,0,"2010-2011"
154,"21.04.2011","20:40","Al-Taawon","Al-Faisaly",4,1,"2010-2011"
155,"21.04.2011","20:40","Al-Hazem","Al-Ettifaq",1,4,"2010-2011"
156,"22.04.2011","20:40","Najran","Al Wehda",1,5,"2010-2011"
157,"22.04.2011","20:40","Al-Raed","Al Qadisiya",1,4,"2010-2011"
158,"24.04.2011","20:40","Al-Nassr","Al-Hilal",0,1,"2010-2011"
159,"24.04.2011","20:40","Al-Ittihad FC","Al-Fateh",2,0,"2010-2011"
160,"25.04.2011","20:40","Al-Shabab","Al Ahli SC",2,1,"2010-2011"
161,"29.04.2011","20:40","Al-Ittihad FC","Al Qadisiya",2,2,"2010-2011"
162,"29.04.2011","20:40","Al-Hilal","Al-Raed",2,1,"2010-2011"
